YSAMP_N,WATER,SITE_N,DATE_SET,DATE_COL,TIME_START,TIME_END,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,EFFORT,EFFORT_UNIT,GEAR,GEAR_CODE,GEAR_CODE2,NUMBER_ANGLERS,ANGLER_NAMES,ANGLER_LOC,ANGLER_HOURS,ANGLER_TRIPS,NET_N,NET_LEN,NET_HGT,TEMP_SAMP,CONDUCTIVITY,DEPTH,DEPTH_MAX,DEPTH_MIN,CL_COVER,DRIVER,CREW,SHB_N,REACH_LENGTH_M,PROJECT,COMMENTS
MWT.FBL.2001.079,FBL,MWT.FBL.013,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,13,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.080,FBL,MWT.FBL.014,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,14,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.081,FBL,MWT.FBL.015,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,15,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.082,FBL,MWT.FBL.016,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,16,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.083,FBL,MWT.FBL.017,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,17,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.084,FBL,MWT.FBL.018,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,18,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.085,FBL,MWT.FBL.019,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,19,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.086,FBL,MWT.FBL.020,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,20,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.087,FBL,MWT.FBL.021,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,21,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.088,FBL,MWT.FBL.022,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,22,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.089,FBL,MWT.FBL.023,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,23,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.090,FBL,MWT.FBL.024,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,24,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.091,FBL,MWT.FBL.025,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,25,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.092,FBL,MWT.FBL.026,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,26,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.093,FBL,MWT.FBL.027,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,27,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.094,FBL,MWT.FBL.028,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,28,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.095,FBL,MWT.FBL.029,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,29,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.096,FBL,MWT.FBL.030,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,30,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.097,FBL,MWT.FBL.031,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,31,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.098,FBL,MWT.FBL.032,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,32,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.099,FBL,MWT.FBL.033,6/25/2001 0:00,6/27/2001,,,S,178,6,2001,33,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.100,FBL,MWT.FBL.001,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,1,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.101,FBL,MWT.FBL.002,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,2,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.102,FBL,MWT.FBL.003,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,3,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.103,FBL,MWT.FBL.004,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,4,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.104,FBL,MWT.FBL.005,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,5,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.105,FBL,MWT.FBL.006,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,6,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.106,FBL,MWT.FBL.007,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,7,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.107,FBL,MWT.FBL.008,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,8,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.108,FBL,MWT.FBL.009,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,9,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.109,FBL,MWT.FBL.010,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,10,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.110,FBL,MWT.FBL.011,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,11,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.111,FBL,MWT.FBL.012,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,12,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.112,FBL,MWT.FBL.013,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,13,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.113,FBL,MWT.FBL.014,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,14,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.114,FBL,MWT.FBL.015,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,15,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.115,FBL,MWT.FBL.016,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,16,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.116,FBL,MWT.FBL.017,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,17,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.117,FBL,MWT.FBL.018,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,18,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.118,FBL,MWT.FBL.019,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,19,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.119,FBL,MWT.FBL.020,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,20,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.120,FBL,MWT.FBL.021,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,21,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.121,FBL,MWT.FBL.022,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,22,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.122,FBL,MWT.FBL.023,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,23,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.123,FBL,MWT.FBL.024,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,24,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.124,FBL,MWT.FBL.025,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,25,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.125,FBL,MWT.FBL.026,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,26,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.126,FBL,MWT.FBL.027,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,27,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.127,FBL,MWT.FBL.028,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,28,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.128,FBL,MWT.FBL.029,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,29,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.129,FBL,MWT.FBL.030,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,30,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.130,FBL,MWT.FBL.031,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,31,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.131,FBL,MWT.FBL.032,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,32,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.132,FBL,MWT.FBL.033,7/23/2001 0:00,7/25/2001,,,U,206,7,2001,33,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.133,FBL,MWT.FBL.001,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,1,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.134,FBL,MWT.FBL.002,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,2,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.135,FBL,MWT.FBL.003,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,3,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.136,FBL,MWT.FBL.004,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,4,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.137,FBL,MWT.FBL.005,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,5,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.138,FBL,MWT.FBL.006,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,6,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.139,FBL,MWT.FBL.007,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,7,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.140,FBL,MWT.FBL.008,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,8,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.141,FBL,MWT.FBL.009,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,9,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.142,FBL,MWT.FBL.010,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,10,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.143,FBL,MWT.FBL.011,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,11,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.144,FBL,MWT.FBL.012,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,12,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.145,FBL,MWT.FBL.013,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,13,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.146,FBL,MWT.FBL.014,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,14,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.147,FBL,MWT.FBL.015,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,15,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.148,FBL,MWT.FBL.016,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,16,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.149,FBL,MWT.FBL.017,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,17,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.150,FBL,MWT.FBL.018,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,18,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.151,FBL,MWT.FBL.019,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,19,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.152,FBL,MWT.FBL.020,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,20,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.153,FBL,MWT.FBL.021,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,21,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.154,FBL,MWT.FBL.022,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,22,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.155,FBL,MWT.FBL.023,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,23,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.156,FBL,MWT.FBL.024,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,24,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.157,FBL,MWT.FBL.025,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,25,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.158,FBL,MWT.FBL.026,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,26,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.159,FBL,MWT.FBL.027,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,27,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.160,FBL,MWT.FBL.028,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,28,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.161,FBL,MWT.FBL.029,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,29,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.162,FBL,MWT.FBL.030,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,30,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.163,FBL,MWT.FBL.031,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,31,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.164,FBL,MWT.FBL.032,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,32,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.165,FBL,MWT.FBL.033,8/13/2001 0:00,8/15/2001,,,U,227,8,2001,33,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.166,FBL,MWT.FBL.001,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,1,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.167,FBL,MWT.FBL.002,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,2,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.168,FBL,MWT.FBL.003,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,3,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.169,FBL,MWT.FBL.004,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,4,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.170,FBL,MWT.FBL.005,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,5,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.171,FBL,MWT.FBL.006,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,6,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.172,FBL,MWT.FBL.007,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,7,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.173,FBL,MWT.FBL.008,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,8,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.174,FBL,MWT.FBL.009,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,9,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.175,FBL,MWT.FBL.010,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,10,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.176,FBL,MWT.FBL.011,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,11,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.177,FBL,MWT.FBL.012,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,12,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.178,FBL,MWT.FBL.013,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,13,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.179,FBL,MWT.FBL.014,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,14,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.180,FBL,MWT.FBL.015,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,15,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.181,FBL,MWT.FBL.016,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,16,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.182,FBL,MWT.FBL.017,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,17,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.183,FBL,MWT.FBL.018,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,18,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.184,FBL,MWT.FBL.019,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,19,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.185,FBL,MWT.FBL.020,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,20,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.186,FBL,MWT.FBL.021,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,21,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.187,FBL,MWT.FBL.022,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,22,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.188,FBL,MWT.FBL.023,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,23,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.189,FBL,MWT.FBL.024,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,24,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.190,FBL,MWT.FBL.025,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,25,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.191,FBL,MWT.FBL.026,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,26,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.192,FBL,MWT.FBL.027,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,27,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.193,FBL,MWT.FBL.028,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,28,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.194,FBL,MWT.FBL.029,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,29,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.195,FBL,MWT.FBL.030,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,30,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.196,FBL,MWT.FBL.031,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,31,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.197,FBL,MWT.FBL.032,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,32,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2001.198,FBL,MWT.FBL.033,9/7/2001 0:00,9/9/2001,,,F,252,9,2001,33,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.001,FBL,MWT.FBL.001,7/11/2005 0:00,7/13/2005,1/0/1900 10:45,1/0/1900 8:40,U,194,7,2005,1,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.002,FBL,MWT.FBL.002,7/11/2005 0:00,7/13/2005,1/0/1900 10:50,1/0/1900 8:43,U,194,7,2005,2,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.003,FBL,MWT.FBL.003,7/11/2005 0:00,7/13/2005,1/0/1900 10:52,1/0/1900 8:46,U,194,7,2005,3,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.004,FBL,MWT.FBL.004,7/11/2005 0:00,7/13/2005,1/0/1900 10:56,1/0/1900 8:49,U,194,7,2005,4,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.005,FBL,MWT.FBL.005,7/11/2005 0:00,7/13/2005,1/0/1900 10:58,1/0/1900 8:52,U,194,7,2005,5,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.006,FBL,MWT.FBL.006,7/11/2005 0:00,7/13/2005,1/0/1900 10:59,1/0/1900 8:55,U,194,7,2005,6,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.007,FBL,MWT.FBL.007,7/11/2005 0:00,7/13/2005,1/0/1900 11:06,1/0/1900 8:58,U,194,7,2005,7,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.008,FBL,MWT.FBL.008,7/11/2005 0:00,7/13/2005,1/0/1900 11:09,1/0/1900 9:01,U,194,7,2005,8,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.009,FBL,MWT.FBL.009,7/11/2005 0:00,7/13/2005,1/0/1900 11:12,1/0/1900 9:04,U,194,7,2005,9,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.010,FBL,MWT.FBL.010,7/11/2005 0:00,7/13/2005,1/0/1900 11:14,1/0/1900 9:07,U,194,7,2005,10,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.011,FBL,MWT.FBL.011,7/11/2005 0:00,7/13/2005,1/0/1900 11:17,1/0/1900 9:10,U,194,7,2005,11,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.012,FBL,MWT.FBL.012,7/11/2005 0:00,7/13/2005,1/0/1900 11:17,1/0/1900 9:11,U,194,7,2005,12,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.013,FBL,MWT.FBL.013,7/11/2005 0:00,7/13/2005,1/0/1900 11:18,1/0/1900 9:12,U,194,7,2005,13,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.014,FBL,MWT.FBL.014,7/11/2005 0:00,7/13/2005,1/0/1900 11:23,1/0/1900 9:15,U,194,7,2005,14,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.015,FBL,MWT.FBL.015,7/11/2005 0:00,7/13/2005,1/0/1900 11:26,1/0/1900 9:19,U,194,7,2005,15,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.016,FBL,MWT.FBL.016,7/11/2005 0:00,7/13/2005,1/0/1900 11:26,1/0/1900 9:23,U,194,7,2005,16,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.017,FBL,MWT.FBL.017,7/11/2005 0:00,7/13/2005,1/0/1900 11:27,1/0/1900 9:27,U,194,7,2005,17,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
MWT.FBL.2005.018,FBL,MWT.FBL.018,7/11/2005 0:00,7/13/2005,1/0/1900 11:35,1/0/1900 9:31,U,194,7,2005,18,2,NIGHTS,MWT,RPT,,,,,,,,,,,,,,,,,,,,,
