YSAMP_N,NEW_SAMP,MA_ID,WATER,SITE_N,,DATE_SET,DATE_COL,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,TIME_START,TIME_END,GEAR,GEAR_CODE,GEAR_CODE2,EFFORT,EFFORT_UNIT,NET_N,NET_LEN,NET_HGT,TEMP_SAMP,CONDUCTIVITY,DEPTH,DEPTH_MAX,DEPTH_MIN,CL_COVER,DRIVER,CREW,NUMBER_ANGLER+AC:AGS,ANGLER_NAMES,ANGLER_HOURS,ANGLER_TRIPS,ANGLER_LOC,PROJECT,COMMENTS,SHB_N,REACH_LENGTH_M,PASS
MWT.WFL.2021.013,MWT.WFL.2021.015,SAMP 249,WFL,2E,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:00,11:50,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.014,MWT.WFL.2021.016,SAMP 250,WFL,2E,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:00,11:50,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.015,MWT.WFL.2021.017,SAMP 251,WFL,3A,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,15:30,12:30,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.016,MWT.WFL.2021.018,SAMP 252,WFL,3A,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,15:30,12:30,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.017,MWT.WFL.2021.019,SAMP 253,WFL,3B,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,15:30,12:40,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.018,MWT.WFL.2021.020,SAMP 254,WFL,3B,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,15:30,12:40,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.019,MWT.WFL.2021.021,SAMP 255,WFL,3C,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,15:30,13:00,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.020,MWT.WFL.2021.022,SAMP 256,WFL,3C,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,15:30,13:00,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.021,MWT.WFL.2021.023,SAMP 257,WFL,2S,,9/9/2021,9/10/2021,FALL,NA,NA,2021,NA,16:00,14:40,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.024,MWT.WFL.2021.024,SAMP 258,WFL,1A,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,9:30,10:45,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.025,MWT.WFL.2021.025,SAMP 259,WFL,1A,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,9:30,10:45,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.026,MWT.WFL.2021.026,SAMP 260,WFL,1B,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,10:00,11:04,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.027,MWT.WFL.2021.027,SAMP 261,WFL,1B,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,10:00,11:04,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.028,MWT.WFL.2021.028,SAMP 262,WFL,1C,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,10:15,11:16,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.029,MWT.WFL.2021.029,SAMP 263,WFL,1C,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,10:15,11:16,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.030,MWT.WFL.2021.030,SAMP 264,WFL,1C,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,10:15,11:16,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.031,MWT.WFL.2021.031,SAMP 265,WFL,2S,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,14:40,11:29,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.032,MWT.WFL.2021.032,SAMP 266,WFL,2A,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,10:36,11:41,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.033,MWT.WFL.2021.033,SAMP 267,WFL,2A,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,10:36,11:41,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.034,MWT.WFL.2021.034,SAMP 268,WFL,2B,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,11:01,11:56,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.035,MWT.WFL.2021.035,SAMP 269,WFL,2B,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,11:01,11:56,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.036,MWT.WFL.2021.036,SAMP 270,WFL,2B,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,11:01,11:56,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.037,MWT.WFL.2021.037,SAMP 271,WFL,2C,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,11:20,12:08,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.038,MWT.WFL.2021.038,SAMP 272,WFL,2C,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,11:20,12:08,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.039,MWT.WFL.2021.039,SAMP 273,WFL,2D,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,11:40,12:15,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.040,MWT.WFL.2021.040,SAMP 274,WFL,2D,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,11:40,12:15,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.041,MWT.WFL.2021.041,SAMP 275,WFL,2E,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,11:50,12:36,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.042,MWT.WFL.2021.042,SAMP 276,WFL,2E,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,11:50,12:36,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.043,MWT.WFL.2021.043,SAMP 277,WFL,3A,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,12:30,12:51,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.044,MWT.WFL.2021.044,SAMP 278,WFL,3A,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,12:30,12:51,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.045,MWT.WFL.2021.045,SAMP 279,WFL,3A,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,12:30,12:51,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.046,MWT.WFL.2021.046,SAMP 280,WFL,3B,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,12:40,13:15,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.047,MWT.WFL.2021.047,SAMP 281,WFL,3B,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,12:40,13:15,MWT,MT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.048,MWT.WFL.2021.048,SAMP 282,WFL,3B,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,12:40,13:15,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.049,MWT.WFL.2021.049,SAMP 283,WFL,3C,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,13:00,13:30,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.050,MWT.WFL.2021.050,SAMP 284,WFL,3C,,9/10/2021,9/11/2021,FALL,NA,NA,2021,NA,13:00,13:30,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.075,MWT.WFL.2021.051,SAMP 286,WFL,3C,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,13:00,9:55,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.076,MWT.WFL.2021.052,SAMP 287,WFL,3C,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,13:00,9:55,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.051,MWT.WFL.2021.053,SAMP 288,WFL,3B,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,12:40,10:00,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.052,MWT.WFL.2021.054,SAMP 289,WFL,3B,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,12:40,10:00,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.053,MWT.WFL.2021.055,SAMP 290,WFL,3B,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,12:40,10:00,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.054,MWT.WFL.2021.056,SAMP 291,WFL,3A,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,12:30,10:21,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.055,MWT.WFL.2021.057,SAMP 292,WFL,3A,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,12:30,10:21,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.056,MWT.WFL.2021.058,SAMP 293,WFL,2E,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,12:36,10:34,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.057,MWT.WFL.2021.059,SAMP 294,WFL,2E,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,12:36,10:34,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.058,MWT.WFL.2021.060,SAMP 295,WFL,2D,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,12:15,10:43,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.059,MWT.WFL.2021.061,SAMP 296,WFL,2D,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,12:15,10:43,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.060,MWT.WFL.2021.062,SAMP 297,WFL,2C,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,12:08,10:52,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.061,MWT.WFL.2021.063,SAMP 298,WFL,2C,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,12:08,10:52,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.062,MWT.WFL.2021.064,SAMP 299,WFL,2B,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,11:56,11:05,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.063,MWT.WFL.2021.065,SAMP 300,WFL,2B,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,11:56,11:05,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.064,MWT.WFL.2021.066,SAMP 301,WFL,2B,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,11:56,11:05,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.065,MWT.WFL.2021.067,SAMP 302,WFL,2A,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,11:41,11:10,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.066,MWT.WFL.2021.068,SAMP 303,WFL,2A,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,11:41,11:10,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.067,MWT.WFL.2021.069,SAMP 304,WFL,2S,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,11:29,11:15,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.068,MWT.WFL.2021.070,SAMP 305,WFL,1C,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,11:16,11:30,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.069,MWT.WFL.2021.071,SAMP 306,WFL,1C,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,11:16,11:30,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.070,MWT.WFL.2021.072,SAMP 307,WFL,1C,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,11:16,11:30,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.071,MWT.WFL.2021.073,SAMP 308,WFL,1B,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,11:04,11:45,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.072,MWT.WFL.2021.074,SAMP 309,WFL,1B,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,11:04,11:45,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.073,MWT.WFL.2021.075,SAMP 310,WFL,1A,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,10:45,12:10,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.WFL.2021.074,MWT.WFL.2021.076,SAMP 311,WFL,1A,,9/11/2021,9/12/2021,FALL,NA,NA,2021,NA,10:45,12:10,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.001,MWT.HRM.2021.001,SAMP 312,HRM_BW2,1,,9/23/2021,9/24/2021,FALL,NA,NA,2021,NA,16:00,10:00,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.002,MWT.HRM.2021.002,SAMP 313,HRM_BW2,1,,9/23/2021,9/24/2021,FALL,NA,NA,2021,NA,16:00,10:00,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.003,MWT.HRM.2021.003,SAMP 314,HRM_SHI,1,,9/23/2021,9/24/2021,FALL,NA,NA,2021,NA,15:45,10:35,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.004,MWT.HRM.2021.004,SAMP 315,HRM_SHI,1,,9/23/2021,9/24/2021,FALL,NA,NA,2021,NA,15:45,10:35,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.005,MWT.HRM.2021.005,SAMP 316,HRM_FOR,1,,9/23/2021,9/24/2021,FALL,NA,NA,2021,NA,15:30,11:30,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.006,MWT.HRM.2021.006,SAMP 317,HRM_FOR,1,,9/23/2021,9/24/2021,FALL,NA,NA,2021,NA,15:30,12:08,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.007,MWT.HRM.2021.007,SAMP 318,HRM_FOR,1,,9/23/2021,9/24/2021,FALL,NA,NA,2021,NA,15:30,12:15,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.008,MWT.HRM.2021.008,SAMP 319,HRM_BAR,1,,9/23/2021,9/24/2021,FALL,NA,NA,2021,NA,15:00,13:00,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.009,MWT.HRM.2021.009,SAMP 320,HRM_BAR,1,,9/23/2021,9/24/2021,FALL,NA,NA,2021,NA,15:00,13:00,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.010,MWT.HRM.2021.010,SAMP 321,HRM_BAR,1,,9/23/2021,9/24/2021,FALL,NA,NA,2021,NA,15:00,13:00,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.011,MWT.HRM.2021.011,SAMP 322,HRM_BAR,1,,9/24/2021,9/25/2021,FALL,NA,NA,2021,NA,13:00,10:04,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.012,MWT.HRM.2021.012,SAMP 323,HRM_BAR,1,,9/24/2021,9/25/2021,FALL,NA,NA,2021,NA,13:00,10:04,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.013,MWT.HRM.2021.013,SAMP 324,HRM_BAR,1,,9/24/2021,9/25/2021,FALL,NA,NA,2021,NA,13:00,10:04,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.014,MWT.HRM.2021.014,SAMP 325,HRM_FOR,1,,9/24/2021,9/25/2021,FALL,NA,NA,2021,NA,12:15,10:47,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.016,MWT.HRM.2021.015,SAMP 327,HRM_FOR,1,,9/24/2021,9/25/2021,FALL,NA,NA,2021,NA,12:15,10:57,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.015,MWT.HRM.2021.016,SAMP 326,HRM_FOR,1,,9/24/2021,9/25/2021,FALL,NA,NA,2021,NA,12:15,11:10,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.018,MWT.HRM.2021.017,SAMP 329,HRM_SHI,1,,9/24/2021,9/25/2021,FALL,NA,NA,2021,NA,10:35,11:50,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.017,MWT.HRM.2021.018,SAMP 328,HRM_SHI,1,,9/24/2021,9/25/2021,FALL,NA,NA,2021,NA,10:35,11:54,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.019,MWT.HRM.2021.019,SAMP 330,HRM_SHI,1,,9/24/2021,9/25/2021,FALL,NA,NA,2021,NA,10:35,12:38,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.020,MWT.HRM.2021.020,SAMP 331,HRM_BW2,1,,9/24/2021,9/25/2021,FALL,NA,NA,2021,NA,10:00,12:38,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.021,MWT.HRM.2021.021,SAMP 332,HRM_BW2,1,,9/24/2021,9/25/2021,FALL,NA,NA,2021,NA,10:00,12:38,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.022,MWT.HRM.2021.022,SAMP 333,HRM_BW2,1,,9/24/2021,9/25/2021,FALL,NA,NA,2021,NA,10:00,12:38,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.038,MWT.HRM.2021.023,SAMP 334,HRM_BW2,1,,9/25/2021,9/26/2021,FALL,NA,NA,2021,NA,12:38,9:56,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.039,MWT.HRM.2021.024,SAMP 335,HRM_BW2,1,,9/25/2021,9/26/2021,FALL,NA,NA,2021,NA,12:38,9:56,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.040,MWT.HRM.2021.025,SAMP 336,HRM_BW2,1,,9/25/2021,9/26/2021,FALL,NA,NA,2021,NA,12:38,9:56,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.023,MWT.HRM.2021.026,SAMP 337,HRM_SHI,1,,9/25/2021,9/26/2021,FALL,NA,NA,2021,NA,12:30,10:20,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
