YSAMP_N,MA_ID,WATER,SITE_N,DATE_SET,DATE_COL,TIME_START,TIME_END,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,EFFORT,EFFORT_UNIT,GEAR,GEAR_CODE,GEAR_CODE2,CREW,COMMENTS
MWT.PRL.2021.073,SAMP 420,PRL,2A,8/9/2021,8/10/2021,17:00,8:36,SUMMER,10,8,2021,5,15.6,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.074,SAMP 421,PRL,2A,8/9/2021,8/10/2021,17:00,8:36,SUMMER,10,8,2021,6,15.6,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.075,SAMP 422,PRL,2B,8/9/2021,8/10/2021,17:00,9:06,SUMMER,10,8,2021,7,16.1,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.076,SAMP 423,PRL,2B,8/9/2021,8/10/2021,17:00,9:06,SUMMER,10,8,2021,8,16.1,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.077,SAMP 424,PRL,2C,8/9/2021,8/10/2021,17:00,9:20,SUMMER,10,8,2021,9,16.33,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.078,SAMP 425,PRL,2C,8/9/2021,8/10/2021,17:00,9:20,SUMMER,10,8,2021,10,16.33,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.079,SAMP 426,PRL,3A,8/9/2021,8/10/2021,17:00,9:33,SUMMER,10,8,2021,11,16.55,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.080,SAMP 427,PRL,3A,8/9/2021,8/10/2021,17:00,9:33,SUMMER,10,8,2021,12,16.55,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.081,SAMP 428,PRL,3B,8/9/2021,8/10/2021,17:00,9:58,SUMMER,10,8,2021,13,16.97,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.082,SAMP 429,PRL,3B,8/9/2021,8/10/2021,17:00,9:58,SUMMER,10,8,2021,14,16.97,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.083,SAMP 430,PRL,3C,8/9/2021,8/10/2021,17:00,11:00,SUMMER,10,8,2021,15,18,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.084,SAMP 431,PRL,3C,8/9/2021,8/10/2021,17:00,11:00,SUMMER,10,8,2021,16,18,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.085,SAMP 432,PRL,1B,8/9/2021,8/10/2021,17:00,11:18,SUMMER,10,8,2021,17,18.3,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.086,SAMP 433,PRL,1B,8/9/2021,8/10/2021,17:00,11:18,SUMMER,10,8,2021,18,18.3,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.087,SAMP 434,PRL,1A,8/9/2021,8/10/2021,17:00,11:53,SUMMER,10,8,2021,19,18.88,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.088,SAMP 450,PRL,2A,8/10/2021,8/11/2021,8:36,9:38,SUMMER,11,8,2021,1,25.03,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.089,SAMP 451,PRL,2A,8/10/2021,8/11/2021,8:36,9:38,SUMMER,11,8,2021,2,25.03,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.090,SAMP 452,PRL,2B,8/10/2021,8/11/2021,9:06,9:43,SUMMER,11,8,2021,3,24.62,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.091,SAMP 453,PRL,2B,8/10/2021,8/11/2021,9:06,9:43,SUMMER,11,8,2021,4,24.62,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.092,SAMP 435,PRL,2C,8/10/2021,8/11/2021,9:20,9:46,SUMMER,11,8,2021,5,24.44,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.093,SAMP 436,PRL,2C,8/10/2021,8/11/2021,9:20,9:46,SUMMER,11,8,2021,6,24.44,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.094,SAMP 437,PRL,3A,8/10/2021,8/11/2021,9:33,9:58,SUMMER,11,8,2021,7,24.42,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.095,SAMP 438,PRL,3A,8/10/2021,8/11/2021,9:33,9:58,SUMMER,11,8,2021,8,24.42,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.096,SAMP 439,PRL,3B,8/10/2021,8/11/2021,9:58,10:12,SUMMER,11,8,2021,9,24.23,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.097,SAMP 440,PRL,3B,8/10/2021,8/11/2021,9:58,10:12,SUMMER,11,8,2021,10,24.23,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.098,SAMP 441,PRL,3C,8/10/2021,8/11/2021,11:00,10:23,SUMMER,11,8,2021,11,23.38,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.099,SAMP 442,PRL,3C,8/10/2021,8/11/2021,11:00,10:23,SUMMER,11,8,2021,12,23.38,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.100,SAMP 445,PRL,1A,8/10/2021,8/11/2021,11:53,12:10,SUMMER,11,8,2021,13,24.29,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.101,SAMP 446,PRL,1C,8/10/2021,8/11/2021,8:25,12:16,SUMMER,11,8,2021,14,27.85,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.102,SAMP 447,PRL,1C,8/10/2021,8/11/2021,8:25,12:16,SUMMER,11,8,2021,15,27.85,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.103,SAMP 448,PRL,1B,8/10/2021,8/11/2021,11:18,12:20,SUMMER,11,8,2021,16,25.03,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.104,SAMP 449,PRL,1B,8/10/2021,8/11/2021,11:18,12:20,SUMMER,11,8,2021,17,25.03,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.105,SAMP 443,PRL,1B,8/10/2021,8/11/2021,8:22,12:25,SUMMER,11,8,2021,18,28.05,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.106,SAMP 444,PRL,1B,8/10/2021,8/11/2021,8:22,12:25,SUMMER,11,8,2021,19,28.05,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.107,SAMP 454,PRL,1B,8/11/2021,8/12/2021,12:20,12:57,SUMMER,12,8,2021,1,24.62,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.108,SAMP 455,PRL,1B,8/11/2021,8/12/2021,12:20,12:57,SUMMER,12,8,2021,2,24.62,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.109,SAMP 456,PRL,1B,8/11/2021,8/12/2021,12:20,13:01,SUMMER,12,8,2021,3,24.87,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.110,SAMP 457,PRL,1B,8/11/2021,8/12/2021,12:20,13:01,SUMMER,12,8,2021,4,24.87,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.111,SAMP 458,PRL,1C,8/11/2021,8/12/2021,12:16,13:03,SUMMER,12,8,2021,5,25.23,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.112,SAMP 459,PRL,1C,8/11/2021,8/12/2021,12:16,13:03,SUMMER,12,8,2021,6,25.23,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.113,SAMP 460,PRL,2A,8/11/2021,8/12/2021,9:38,13:13,SUMMER,12,8,2021,7,27.59,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.114,SAMP 461,PRL,2A,8/11/2021,8/12/2021,9:38,13:13,SUMMER,12,8,2021,8,27.59,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.115,SAMP 462,PRL,2B,8/11/2021,8/12/2021,9:43,13:18,SUMMER,12,8,2021,9,27.58,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.116,SAMP 463,PRL,2B,8/11/2021,8/12/2021,9:43,13:18,SUMMER,12,8,2021,10,27.58,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.117,SAMP 464,PRL,2C,8/11/2021,8/12/2021,9:46,13:23,SUMMER,12,8,2021,11,27.61,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.118,SAMP 465,PRL,2C,8/11/2021,8/12/2021,9:46,13:23,SUMMER,12,8,2021,12,27.61,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.119,SAMP 466,PRL,3C,8/11/2021,8/12/2021,10:23,13:33,SUMMER,12,8,2021,13,27.17,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.120,SAMP 467,PRL,3C,8/11/2021,8/12/2021,10:23,13:33,SUMMER,12,8,2021,14,27.17,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.121,SAMP 468,PRL,3B,8/11/2021,8/12/2021,10:12,13:38,SUMMER,12,8,2021,15,27.43,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.122,SAMP 469,PRL,3B,8/11/2021,8/12/2021,10:12,13:38,SUMMER,12,8,2021,16,27.43,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.123,SAMP 470,PRL,3A,8/11/2021,8/12/2021,9:58,13:44,SUMMER,12,8,2021,17,27.76,HOURS,MWT,MPT,,"MEA, DAW",
MWT.PRL.2021.124,SAMP 471,PRL,3A,8/11/2021,8/12/2021,9:58,13:44,SUMMER,12,8,2021,18,27.76,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.125,SAMP 472,PRL,1A,8/11/2021,8/12/2021,13:00,17:10,SUMMER,12,8,2021,19,28.17,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.126,SAMP 473,PRL,1A,8/11/2021,8/12/2021,13:00,17:11,SUMMER,12,8,2021,20,28.18,HOURS,MWT,MESH,,"MEA, DAW",
MWT.PRL.2021.127,SAMP 474,PRL,3B,10/8/2021,10/9/2021,17:00,17:00,FALL,9,10,2021,1,24,HOURS,MWT,MESH,,"MEA, NSL",
MWT.PRL.2021.128,SAMP 475,PRL,3B,10/8/2021,10/9/2021,17:00,17:00,FALL,9,10,2021,2,24,HOURS,MWT,METAL,,"MEA, NSL",
MWT.PRL.2021.129,SAMP 476,PRL,3B,10/8/2021,10/9/2021,17:00,17:00,FALL,9,10,2021,3,24,HOURS,MWT,MESH,,"MEA, NSL",
MWT.PRL.2021.130,SAMP 477,PRL,3B,10/8/2021,10/9/2021,17:00,17:00,FALL,9,10,2021,4,24,HOURS,MWT,METAL,,"MEA, NSL",
MWT.PRL.2021.131,SAMP 478,PRL,1B,10/8/2021,10/9/2021,17:00,17:00,FALL,9,10,2021,5,24,HOURS,MWT,METAL,,"MEA, NSL",
MWT.PRL.2021.132,SAMP 479,PRL,3B,10/8/2021,10/9/2021,17:00,17:00,FALL,9,10,2021,6,24,HOURS,MWT,MESH,,"MEA, NSL",
MWT.PRL.2021.133,SAMP 480,PRL,3B,10/8/2021,10/9/2021,17:00,17:00,FALL,9,10,2021,7,24,HOURS,MWT,METAL,,"MEA, NSL",
MWT.PRL.2021.134,SAMP 481,PRL,3B,10/9/2021,10/10/2021,17:00,17:00,FALL,10,10,2021,1,24,HOURS,MWT,METAL,,"MEA, NSL",
MWT.PRL.2021.135,SAMP 482,PRL,3B,10/9/2021,10/10/2021,17:00,17:00,FALL,10,10,2021,2,24,HOURS,MWT,MESH,,"MEA, NSL",
MWT.PRL.2021.136,SAMP 483,PRL,3B,10/9/2021,10/10/2021,17:00,17:00,FALL,10,10,2021,3,24,HOURS,MWT,MESH,,"MEA, NSL",
MWT.PRL.2021.137,SAMP 484,PRL,3B,10/9/2021,10/10/2021,17:00,17:00,FALL,10,10,2021,4,24,HOURS,MWT,MESH,,"MEA, NSL",
MWT.PRL.2021.138,SAMP 485,PRL,3B,10/9/2021,10/10/2021,17:00,17:00,FALL,10,10,2021,5,24,HOURS,MWT,METAL,,"MEA, NSL",
MWT.PRL.2021.139,SAMP 486,PRL,3B,10/9/2021,10/10/2021,17:00,17:00,FALL,10,10,2021,6,24,HOURS,MWT,METAL,,"MEA, NSL",
MWT.PRL.2021.140,SAMP 487,PRL,1B,10/9/2021,10/10/2021,17:00,17:00,FALL,10,10,2021,7,24,HOURS,MWT,METAL,,"MEA, NSL",
MWT.PRL.2021.141,SAMP 488,PRL,3B,10/10/2021,10/11/2021,17:00,17:00,FALL,11,10,2021,1,24,HOURS,MWT,MESH,,"MEA, NSL",
MWT.PRL.2021.142,SAMP 489,PRL,3B,10/10/2021,10/11/2021,17:00,17:00,FALL,11,10,2021,2,24,HOURS,MWT,MESH,,"MEA, NSL",
MWT.PRL.2021.143,SAMP 490,PRL,3B,10/10/2021,10/11/2021,17:00,17:00,FALL,11,10,2021,3,24,HOURS,MWT,METAL,,"MEA, NSL",
MWT.PRL.2021.144,SAMP 491,PRL,3B,10/10/2021,10/11/2021,17:00,17:00,FALL,11,10,2021,4,24,HOURS,MWT,METAL,,"MEA, NSL",
MWT.PRL.2021.145,SAMP 492,PRL,3B,10/10/2021,10/11/2021,17:00,17:00,FALL,11,10,2021,5,24,HOURS,MWT,MESH,,"MEA, NSL",
MWT.PRL.2021.146,SAMP 493,PRL,3B,10/10/2021,10/11/2021,17:00,17:00,FALL,11,10,2021,6,24,HOURS,MWT,METAL,,"MEA, NSL",
MWT.COM.2021.001,SAMP 505,COM,1,6/23/2021,6/23/2021,17:00,17:30,SUMMER,23,6,2021,1,0.5,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.002,SAMP 494,COM,1,6/23/2021,6/24/2021,17:00,20:02,SUMMER,24,6,2021,1,27.3,HOURS,MWT,MMT,,"MEA, DAW",
MWT.COM.2021.003,SAMP 495,COM,1,6/23/2021,6/24/2021,17:00,20:02,SUMMER,24,6,2021,2,27.3,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.004,SAMP 496,COM,1,6/23/2021,6/24/2021,17:00,20:06,SUMMER,24,6,2021,3,27.1,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.005,SAMP 497,COM,1,6/23/2021,6/24/2021,17:00,20:07,SUMMER,24,6,2021,4,27.12,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.006,SAMP 498,COM,1,6/23/2021,6/24/2021,17:00,20:12,SUMMER,24,6,2021,5,27.2,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.007,SAMP 499,COM,1,6/23/2021,6/24/2021,17:00,20:19,SUMMER,24,6,2021,6,27.32,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.008,SAMP 500,COM,1,6/23/2021,6/24/2021,17:00,20:20,SUMMER,24,6,2021,7,27.33,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.009,SAMP 501,COM,2,6/23/2021,6/24/2021,17:00,20:21,SUMMER,24,6,2021,8,27.35,HOURS,MWT,MMT,,"MEA, DAW",
MWT.COM.2021.010,SAMP 502,COM,2,6/23/2021,6/24/2021,17:00,20:24,SUMMER,24,6,2021,9,27.4,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.011,SAMP 503,COM,2,6/23/2021,6/24/2021,17:00,20:27,SUMMER,24,6,2021,10,27.45,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.012,SAMP 504,COM,2,6/23/2021,6/24/2021,17:00,20:29,SUMMER,24,6,2021,11,27.48,HOURS,MWT,MMT,,"MEA, DAW",
MWT.COM.2021.013,SAMP 506,COM,1B,8/9/2021,8/10/2021,12:00,14:40,SUMMER,10,8,2021,1,26.67,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.014,SAMP 507,COM,1B,8/9/2021,8/10/2021,12:00,14:40,SUMMER,10,8,2021,2,26.67,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.015,SAMP 508,COM,1C,8/9/2021,8/10/2021,12:00,14:53,SUMMER,10,8,2021,3,26.88,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.016,SAMP 509,COM,1C,8/9/2021,8/10/2021,12:00,14:53,SUMMER,10,8,2021,4,26.88,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.017,SAMP 510,COM,2A,8/9/2021,8/10/2021,12:00,15:07,SUMMER,10,8,2021,5,27.12,HOURS,MWT,MESH,,"MEA, DAW",HOLES IN TRAP
MWT.COM.2021.018,SAMP 511,COM,2A,8/9/2021,8/10/2021,12:00,15:07,SUMMER,10,8,2021,6,27.12,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.019,SAMP 512,COM,2B,8/9/2021,8/10/2021,12:00,15:15,SUMMER,10,8,2021,7,27.25,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.020,SAMP 513,COM,2B,8/9/2021,8/10/2021,12:00,15:15,SUMMER,10,8,2021,8,27.25,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.021,SAMP 514,COM,2C,8/9/2021,8/10/2021,12:00,16:09,SUMMER,10,8,2021,9,28.15,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.022,SAMP 515,COM,2C,8/9/2021,8/10/2021,12:00,16:09,SUMMER,10,8,2021,10,28.15,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.023,SAMP 518,COM,3B,8/9/2021,8/10/2021,12:00,16:30,SUMMER,10,8,2021,11,28.5,HOURS,MWT,MESH,,"MEA, DAW",HOLE IN TRAP
MWT.COM.2021.024,SAMP 519,COM,3C,8/9/2021,8/10/2021,12:00,16:30,SUMMER,10,8,2021,12,28.5,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.025,SAMP 519.1,COM,3B,8/9/2021,8/10/2021,12:00,16:35,SUMMER,10,8,2021,13,28.58,HOURS,MWT,MESH,,"MEA, DAW",HOLE IN TRAP
MWT.COM.2021.026,SAMP 519.2,COM,3B,8/9/2021,8/10/2021,12:00,16:35,SUMMER,10,8,2021,14,28.58,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.027,SAMP 520,COM,1A,8/9/2021,8/10/2021,12:00,17:05,SUMMER,10,8,2021,15,29.8,HOURS,MWT,MESH,,"MEA, DAW",HOLE IN TRAP
MWT.COM.2021.028,SAMP 521,COM,1A,8/9/2021,8/10/2021,12:00,17:05,SUMMER,10,8,2021,16,29.8,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.029,SAMP 516,COM,3A,8/9/2021,8/10/2021,12:00,17:15,SUMMER,10,8,2021,17,29.25,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.030,SAMP 517,COM,3A,8/9/2021,8/10/2021,12:00,17:15,SUMMER,10,8,2021,18,29.25,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.031,SAMP 522,COM,1B,8/10/2021,8/11/2021,14:40,16:10,SUMMER,11,8,2021,1,25.5,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.032,SAMP 523,COM,1B,8/10/2021,8/11/2021,14:40,16:10,SUMMER,11,8,2021,2,25.5,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.033,SAMP 524,COM,1C,8/10/2021,8/11/2021,14:53,16:24,SUMMER,11,8,2021,3,25.52,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.034,SAMP 525,COM,1C,8/10/2021,8/11/2021,14:53,16:24,SUMMER,11,8,2021,4,25.52,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.035,SAMP 526,COM,2A,8/10/2021,8/11/2021,15:07,16:31,SUMMER,11,8,2021,5,25.4,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.036,SAMP 527,COM,2A,8/10/2021,8/11/2021,15:07,16:31,SUMMER,11,8,2021,6,25.4,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.037,SAMP 528,COM,2B,8/10/2021,8/11/2021,15:15,16:47,SUMMER,11,8,2021,7,25.53,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.038,SAMP 529,COM,2B,8/10/2021,8/11/2021,15:15,16:47,SUMMER,11,8,2021,8,25.53,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.039,SAMP 530,COM,2C,8/10/2021,8/11/2021,16:09,17:02,SUMMER,11,8,2021,9,25.15,HOURS,MWT,MESH,,"MEA, DAW",HOLE IN NET
MWT.COM.2021.040,SAMP 531,COM,2C,8/10/2021,8/11/2021,16:09,17:02,SUMMER,11,8,2021,10,25.15,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.041,SAMP 532,COM,3A,8/10/2021,8/11/2021,17:15,17:10,SUMMER,11,8,2021,11,23.92,HOURS,MWT,MESH,,"MEA, DAW",HOLE IN TRAP
MWT.COM.2021.042,SAMP 533,COM,3A,8/10/2021,8/11/2021,17:15,17:10,SUMMER,11,8,2021,12,23.92,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.043,SAMP 536,COM,3C,8/10/2021,8/11/2021,17:10,17:35,SUMMER,11,8,2021,13,24.41,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.044,SAMP 537,COM,3C,8/10/2021,8/11/2021,17:10,17:35,SUMMER,11,8,2021,14,24.41,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.045,SAMP 534,COM,1A,8/10/2021,8/11/2021,17:05,18:05,SUMMER,11,8,2021,15,25,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.046,SAMP 535,COM,1A,8/10/2021,8/11/2021,17:05,18:05,SUMMER,11,8,2021,16,25,HOURS,MWT,MPT,,"MEA, DAW",HOLE IN NET
MWT.COM.2021.047,SAMP 538,COM,2C,8/11/2021,8/12/2021,17:10,7:42,SUMMER,12,8,2021,1,14.53,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.048,SAMP 539,COM,2C,8/11/2021,8/12/2021,17:10,7:42,SUMMER,12,8,2021,2,14.53,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.049,SAMP 540,COM,2B,8/11/2021,8/12/2021,17:10,7:53,SUMMER,12,8,2021,3,14.71,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.050,SAMP 541,COM,2B,8/11/2021,8/12/2021,17:10,7:53,SUMMER,12,8,2021,4,14.71,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.051,SAMP 542,COM,3A,8/11/2021,8/12/2021,17:15,8:24,SUMMER,12,8,2021,5,15.15,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.052,SAMP 543,COM,3A,8/11/2021,8/12/2021,17:15,8:24,SUMMER,12,8,2021,6,15.15,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.053,SAMP 544,COM,3B,8/11/2021,8/12/2021,17:20,8:32,SUMMER,12,8,2021,7,15.2,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.054,SAMP 545,COM,3B,8/11/2021,8/12/2021,17:20,8:32,SUMMER,12,8,2021,8,15.2,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.055,SAMP 546,COM,1A,8/11/2021,8/12/2021,17:22,8:37,SUMMER,12,8,2021,9,15.25,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.056,SAMP 547,COM,1A,8/11/2021,8/12/2021,17:22,8:37,SUMMER,12,8,2021,10,15.25,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.057,SAMP 548,COM,1B,8/11/2021,8/12/2021,17:30,9:05,SUMMER,12,8,2021,11,16.3,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.058,SAMP 549,COM,1B,8/11/2021,8/12/2021,17:30,9:05,SUMMER,12,8,2021,12,16.3,HOURS,MWT,MPT,,"MEA, DAW",
MWT.COM.2021.059,SAMP 550,COM,1B,8/11/2021,8/12/2021,17:30,9:15,SUMMER,12,8,2021,13,15.75,HOURS,MWT,MESH,,"MEA, DAW",
MWT.COM.2021.060,SAMP 551,COM,1B,8/11/2021,8/12/2021,17:30,9:15,SUMMER,12,8,2021,14,15.75,HOURS,MWT,MPT,,"MEA, DAW",
MWT.USP.2021.001,SAMP 552,USP,,6/30/2021,7/1/2021,8:30,8:40,SUMMER,1,7,2021,1,24.17,HOURS,MWT,MMT,,"MEA, DAW",
MWT.USP.2021.002,SAMP 553,USP,,6/30/2021,7/1/2021,8:30,8:40,SUMMER,1,7,2021,2,24.17,HOURS,MWT,MESH,,"MEA, DAW",
MWT.USP.2021.003,SAMP 554,USP,,6/30/2021,7/1/2021,8:30,8:40,SUMMER,1,7,2021,3,24.17,HOURS,MWT,MPT,,"MEA, DAW",
MWT.USP.2021.004,SAMP 555,USP,,6/30/2021,7/1/2021,8:30,8:40,SUMMER,1,7,2021,4,24.17,HOURS,MWT,MPT,,"MEA, DAW",
MWT.USP.2021.005,SAMP 556,USP,,6/30/2021,7/1/2021,8:30,8:40,SUMMER,1,7,2021,5,24.17,HOURS,MWT,MESH,,"MEA, DAW",
MWT.USP.2021.006,SAMP 557,USP,,6/30/2021,7/1/2021,8:30,8:40,SUMMER,1,7,2021,6,24.17,HOURS,MWT,MMT,,"MEA, DAW",
MWT.ETL.2021.001,SAMP 571,ETL,2,6/29/2021,6/30/2021,16:00,13:10,SUMMER,30,6,2021,1,21.17,HOURS,MWT,MPT,,"MEA, DAW",
MWT.ETL.2021.002,SAMP 562,ETL,2,6/29/2021,6/30/2021,15:30,14:30,SUMMER,30,6,2021,2,23,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.003,SAMP 563,ETL,2,6/29/2021,6/30/2021,15:30,14:30,SUMMER,30,6,2021,3,23,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.004,SAMP 564,ETL,2,6/29/2021,6/30/2021,15:30,14:30,SUMMER,30,6,2021,4,23,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.005,SAMP 565,ETL,2,6/29/2021,6/30/2021,15:30,14:30,SUMMER,30,6,2021,5,23,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.006,SAMP 566,ETL,2,6/29/2021,6/30/2021,15:30,14:30,SUMMER,30,6,2021,6,23,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.007,SAMP 567,ETL,2,6/29/2021,6/30/2021,15:30,14:30,SUMMER,30,6,2021,7,23,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.008,SAMP 572,ETL,2,6/29/2021,6/30/2021,15:30,14:30,SUMMER,30,6,2021,8,23,HOURS,MWT,MPT,,"MEA, DAW",
MWT.ETL.2021.009,SAMP 573,ETL,2,6/29/2021,6/30/2021,15:30,14:30,SUMMER,30,6,2021,9,23,HOURS,MWT,MPT,,"MEA, DAW",
MWT.ETL.2021.010,SAMP 574,ETL,2,6/29/2021,6/30/2021,15:30,14:30,SUMMER,30,6,2021,10,23,HOURS,MWT,MPT,,"MEA, DAW",
MWT.ETL.2021.011,SAMP 568,ETL,2,6/29/2021,6/30/2021,15:30,14:43,SUMMER,30,6,2021,11,23.22,HOURS,MWT,MMT,,"MEA, DAW",
MWT.ETL.2021.012,SAMP 569,ETL,2,6/29/2021,6/30/2021,15:30,14:43,SUMMER,30,6,2021,12,23.22,HOURS,MWT,MMT,,"MEA, DAW",
