YSAMP,SAMP_N,GROUP,MONTH
REL.06.2023,REL.ZOOP.1059,ZOOPLANKTON,6
REL.09.2023,REL.ZOOP.1060,ZOOPLANKTON,9
LCL.09.2023,LCL.ZOOP.1061,ZOOPLANKTON,9
SEL.010.2023,SEL.ZOOP.1062,ZOOPLANKTON,10
HTL.09.2023,HTL.ZOOP.1063,ZOOPLANKTON,9
SEL.06.2023,SEL.ZOOP.1064,ZOOPLANKTON,6
SEL.06.2023,SEL.ZOOP.1065,ZOOPLANKTON,6
UCL.09.2023,UCL.ZOOP.1066,ZOOPLANKTON,9
ECL.09.2023,ECL.ZOOP.1067,ZOOPLANKTON,9
UCL.09.2023,UCL.ZOOP.1068,ZOOPLANKTON,9
ECL.09.2023,ECL.ZOOP.1069,ZOOPLANKTON,9
DTL.09.2023,DTL.ZOOP.1070,ZOOPLANKTON,9
LCL.06.2023,LCL.ZOOP.1071,ZOOPLANKTON,6
ECL.06.2023,ECL.ZOOP.1072,ZOOPLANKTON,6
DTL.09.2023,DTL.ZOOP.1073,ZOOPLANKTON,9
REL.09.2023,REL.ZOOP.1074,ZOOPLANKTON,9
MSL.09.2023,MSL.ZOOP.1075,ZOOPLANKTON,9
REL.06.2023,REL.ZOOP.1076,ZOOPLANKTON,6
HTL.09.2023,HTL.ZOOP.1077,ZOOPLANKTON,9
LCL.06.2023,LCL.ZOOP.1078,ZOOPLANKTON,6
MSL.09.2023,MSL.ZOOP.1079,ZOOPLANKTON,9
REL.09.2023,REL.ZOOP.1080,ZOOPLANKTON,9
LCL.09.2023,LCL.ZOOP.1081,ZOOPLANKTON,9
HTL.06.2023,HTL.ZOOP.1082,ZOOPLANKTON,6
HTL.06.2023,HTL.ZOOP.1083,ZOOPLANKTON,6
ETL.08.2023,BND.ETL.981,FISH,8
MSL.06.2023,NPD.MSL.982,FISH,6
GNL.08.2023,PS.GNL.983,FISH,8
GNL.08.2023,PS.GNL.984,FISH,8
GNL.08.2023,PS.GNL.985,FISH,8
GNL.08.2023,PS.GNL.986,FISH,8
GNL.08.2023,PS.GNL.987,FISH,8
SHOOT.0.2023,BB.SHOOT.988,FISH,
SHOOT.0.2023,BK.SHOOT.989,FISH,
SHOOT.0.2023,BK.SHOOT.990,FISH,
SHOOT.0.2023,BK.SHOOT.991,FISH,
UCL.06.2023,GS.UCL.992,FISH,6
UCL.06.2023,FHM.UCL.993,FISH,6
UCL.06.2023,FHM.UCL.994,FISH,6
UCL.06.2023,FHM.UCL.995,FISH,6
UCL.06.2023,FHM.UCL.996,FISH,6
UCL.06.2023,FHM.UCL.997,FISH,6
UCL.06.2023,BND.UCL.998,FISH,6
UCL.06.2023,BND.UCL.999,FISH,6
UCL.06.2023,BND.UCL.1000,FISH,6
UCL.06.2023,BND.UCL.1001,FISH,6
UCL.06.2023,BND.UCL.1002,FISH,6
DTL.06.2023,YP.DTL.1003,FISH,6
DTL.06.2023,YP.DTL.1004,FISH,6
DTL.06.2023,YP.DTL.1005,FISH,6
DTL.06.2023,YP.DTL.1006,FISH,6
DTL.06.2023,YP.DTL.1007,FISH,6
DTL.06.2023,BK.DTL.1008,FISH,6
HTL.09.2023,CC.HTL.1009,FISH,9
HTL.09.2023,CC.HTL.1010,FISH,9
HTL.09.2023,CC.HTL.1011,FISH,9
HTL.09.2023,NRD.HTL.1012,FISH,9
HTL.09.2023,NRD.HTL.1013,FISH,9
HTL.09.2023,NRD.HTL.1014,FISH,9
HTL.09.2023,NRD.HTL.1015,FISH,9
UCL.09.2023,PS.UCL.1016,FISH,9
UCL.09.2023,PS.UCL.1017,FISH,9
UCL.09.2023,PS.UCL.1018,FISH,9
UCL.09.2023,PS.UCL.1019,FISH,9
UCL.09.2023,PS.UCL.1020,FISH,9
UCL.09.2023,BND.UCL.1021,FISH,9
UCL.09.2023,CC.UCL.1022,FISH,9
UCL.09.2023,CC.UCL.1023,FISH,9
UCL.09.2023,CC.UCL.1024,FISH,9
DTL.06.2023,PS.DTL.1025,FISH,6
DTL.06.2023,PS.DTL.1026,FISH,6
DTL.06.2023,PS.DTL.1027,FISH,6
DTL.06.2023,PS.DTL.1028,FISH,6
DTL.06.2023,PS.DTL.1029,FISH,6
SEL.09.2023,PS.SEL.953,FISH,9
SEL.09.2023,PS.SEL.954,FISH,9
SEL.09.2023,PS.SEL.955,FISH,9
SEL.09.2023,PS.SEL.956,FISH,9
SEL.09.2023,PS.SEL.957,FISH,9
HTL.06.2023,GS.HTL.958,FISH,6
HTL.06.2023,GS.HTL.959,FISH,6
HTL.06.2023,GS.HTL.960,FISH,6
HTL.06.2023,GS.HTL.961,FISH,6
HTL.06.2023,GS.HTL.962,FISH,6
HTL.06.2023,GS.HTL.963,FISH,6
HTL.06.2023,GS.HTL.964,FISH,6
HTL.06.2023,NRD.HTL.965,FISH,6
HTL.06.2023,NRD.HTL.966,FISH,6
HTL.06.2023,NRD.HTL.967,FISH,6
HTL.06.2023,NRD.HTL.968,FISH,6
HTL.06.2023,NRD.HTL.969,FISH,6
HTL.06.2023,NRD.HTL.970,FISH,6
COM.08.2023,NRD.COM.971,FISH,8
COM.08.2023,NRD.COM.972,FISH,8
COM.08.2023,NRD.COM.973,FISH,8
COM.08.2023,NRD.COM.974,FISH,8
COM.08.2023,NRD.COM.975,FISH,8
COM.08.2023,CC.COM.976,FISH,8
COM.08.2023,CC.COM.977,FISH,8
COM.08.2023,CC.COM.978,FISH,8
COM.08.2023,CC.COM.979,FISH,8
COM.08.2023,CC.COM.980,FISH,8
