YSAMP_N,FISH_N,Sample_ID,AIREY_N,GEN_N,ORDER,FAMILY,GENUS,SPECIES,TAXA,CODE,LENGTH,WEIGHT,OTOLITH.WEIGHT,SIA_PREPPED,X,FIN,BLOOD,GUT,HEAD,OTOLITH,MAXILLA,OPERCULAR,TISS_SAMP,DRY_W,GONAD,DISEASE,PIC,ARCH,ARCH_N,REMOVED,DEAD,MOLT_S,PANEL_N,COMMENTS.x,OLD_YSAMP_N,STATUS,TAG_CLAR,TAG_MIGR,TAG_FRAG,TAG_CLAR_SHRD,TAG_MIGR_SHRD,TAG_FRAG_SHRD,STK_N,ORIGIN,STR,YR_CL,AGE,AGE_TECH,AGED_BY,X.1,WATER,SITE_N,DATE_SET,DATE_COL,TIME_START,TIME_END,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,EFFORT,EFFORT_UNIT,GEAR,GEAR_CODE,GEAR_CODE2,NET_N,NET_LEN,NET_HGT,TEMP_SAMP,CONDUCTIVITY,DEPTH,DEPTH_MAX,DEPTH_MIN,CL_COVER,DRIVER,CREW,NUMBER_ANGLERS,ANGLER_NAMES,ANGLER_HOURS,ANGLER_TRIPS,ANGLER_LOC,PROJECT,COMMENTS.y,SHB_N,REACH_LENGTH,COMMENTS.1,RUN,sample_weight_mg,N2_AMP,N_percent,d15N,CO2_AMP,C_percent,d13C,CO2_Area,d18OVPDB
MWT.WFL.2021.009,don't trust site ,21-CF-46,21-CF-46,,DECAPODA,CAMARIDAE,CAMBARUS,ROBUSTUS,CRAYFISH,CR,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,WFL,2B,9/9/2021,9/10/2021,16:00,11:01,FALL,10,9,2021,9,19.2,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,7,0.952,"3,699",12.49,4.9,"1,911",42.71,-26.65,,NA
MWT.WFL.2021.009,don't trust site ,21-CF-47,21-CF-47,,DECAPODA,CAMARIDAE,CAMBARUS,ROBUSTUS,CRAYFISH,CR,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,WFL,2B,9/9/2021,9/10/2021,16:00,11:01,FALL,10,9,2021,9,19.2,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,7,0.998,"4,108",13.2,6.61,"2,031",43.33,-25.86,,NA
MWT.WFL.2021.009,don't trust site ,21-CF-48,21-CF-48,,DECAPODA,CAMARIDAE,CAMBARUS,ROBUSTUS,CRAYFISH,CR,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,WFL,2B,9/9/2021,9/10/2021,16:00,11:01,FALL,10,9,2021,9,19.2,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,7,1.051,"4,342",13.21,4.96,"2,110",42.81,-24.49,,NA
MWT.LOP.2021.061,,21-CF-5,21-CF-5,,DECAPODA,CAMARIDAE,FAXONIUS,OBSCURUS,CRAYFISH,FO,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2B,8/19/2021,8/20/2021,16:30,11:29,SUMMER,20,8,2021,9,18.98,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,6,1.067,"4,728",13.85,3.97,"2,235",44.11,-26.23,,NA
MWT.PRL.2021.143,,21-CF-55,21-CF-55,,DECAPODA,CAMARIDAE,CAMBARUS,BARTONI,CRAYFISH,CB,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,PRL,3B,10/10/2021,10/11/2021,17:00,17:00,FALL,11,10,2021,3,24,HOURS,MWT,METAL,,"MEA, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA_2022_7,,21-CF-56,21-CF-56,,DECAPODA,CAMARIDAE,CAMBARUS,ROBUSTUS,CRAYFISH,CR,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,CAL,GLN.CAL.052,6/20/2022,6/22/2022,12:52,16:14,S,171,6,2022,4,51.36666667,HOURS,MWT,MMT,"HD, BB",,,NA,NA,NA,NA,NA,NA,NA,NA,"MEA, MPM",,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MWT.TPP.2021.034,,21-CF-6,21-CF-6,,DECAPODA,CAMARIDAE,FAXONIUS,IMMUNIS,CRAYFISH,FI,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2,6/26/2021,6/27/2021,18:00,10:15,SUMMER,27,6,2021,11,16.25,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,6,1.023,"4,409",13.54,3.65,"2,127",43.77,-29.25,,NA
MWT.TPP.2021.082,,21-CF-7,21-CF-7,,DECAPODA,CAMARIDAE,FAXONIUS,IMMUNIS,CRAYFISH,FI,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,3B,8/20/2021,8/21/2021,15:05,10:40,SUMMER,21,8,2021,9,18.87,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,6,0.936,"4,019",13.55,4.18,"1,990",44.68,-30.67,,NA
MWT.TPP.2021.071,,21-CF-8,21-CF-8,,DECAPODA,CAMARIDAE,FAXONIUS,IMMUNIS,CRAYFISH,FI,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1B,8/20/2021,8/20/2021,16:00,16:36,SUMMER,20,8,2021,15,0.6,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,6,1.048,"4,283",12.88,4.24,"2,146",43.13,-28.71,,NA
MWT.TPP.2021.069,,21-CF-9,21-CF-9,,DECAPODA,CAMARIDAE,FAXONIUS,IMMUNIS,CRAYFISH,FI,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1A,8/20/2021,8/20/2021,16:00,16:13,SUMMER,20,8,2021,13,0.22,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,6,0.987,"4,332",13.87,3.94,"2,089",44.59,-29.62,,NA
LML.2022.BEF.needsupdating,SS.LML.051822.BEF.002,MA-22-17,22-17,GEN.SS.LML.051822.017,SCORPEANIFORMES,COTTIDAE,COTTUS,COGNATUS,SLIMY SCULPIN,SS,67,3,1.786,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-13.8,34.433,-6.32
LML.2022.BEF.needsupdating,SS.LML.051822.BEF.003,MA-22-18,22-18,GEN.SS.LML.051822.018,SCORPEANIFORMES,COTTIDAE,COTTUS,COGNATUS,SLIMY SCULPIN,SS,55,2,0.984,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-13.67,38.276,-6.73
LML.2022.BEF.needsupdating,SS.LML.051822.BEF.001,MA-22-19,22-19,GEN.SS.LML.051822.016,SCORPEANIFORMES,COTTIDAE,COTTUS,COGNATUS,SLIMY SCULPIN,SS,48,1,0.727,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-13.06,32.419,-5.93
LML.2022.BEF.needsupdating,SS.LML.051822.BEF.006,MA-22-20,22-20,GEN.SS.LML.051822.021,SCORPEANIFORMES,COTTIDAE,COTTUS,COGNATUS,SLIMY SCULPIN,SS,67,3,1.597,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-12.57,36.653,-6.94
LML.2022.BEF.needsupdating,SS.LML.051822.BEF.005,MA-22-21,22-21,GEN.SS.LML.051822.020,SCORPEANIFORMES,COTTIDAE,COTTUS,COGNATUS,SLIMY SCULPIN,SS,68,4,1.63,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LML.2022.BEF.needsupdating,SS.LML.051822.BEF.004,MA-22-22,22-22,GEN.SS.LML.051822.019,SCORPEANIFORMES,COTTIDAE,COTTUS,COGNATUS,SLIMY SCULPIN,SS,71,5,pick,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LML.2022.BEF.needsupdating,CC.LML.051822.BEF.005,MA-22-23,22-23,GEN.CC.LML.051822.005,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,62,12,2.002,1,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-12.85,33.981,-6.22
LML.2022.BEF.needsupdating,CC.LML.051822.BEF.003,MA-22-24,22-24,GEN.CC.LML.051822.003,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,50,2,1.205,1,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-14.9,33.116,-8.04
LML.2022.BEF.needsupdating,RS.LML.051822.BEF.006,MA-22-25,22-25,GEN.RS.LML.051822.015,OSMERIFORMES,OSMERIDAE,OSMERUS,MORDAX,RAINBOW SMELT,RS,75,2,1.924,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-12.9,67.988,-4.26
LML.2022.BEF.needsupdating,RS.LML.051822.BEF.005,MA-22-26,22-26,GEN.RS.LML.051822.014,OSMERIFORMES,OSMERIDAE,OSMERUS,MORDAX,RAINBOW SMELT,RS,67,1,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-14.67,54.017,-6.72
LML.2022.BEF.needsupdating,RS.LML.051822.BEF.003,MA-22-27,22-27,GEN.RS.LML.051822.012,OSMERIFORMES,OSMERIDAE,OSMERUS,MORDAX,RAINBOW SMELT,RS,75,2,2.038,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-14.59,63.305,-7.38
LML.2022.BEF.needsupdating,RS.LML.051822.BEF.002,MA-22-28,22-28,GEN.RS.LML.051822.011,OSMERIFORMES,OSMERIDAE,OSMERUS,MORDAX,RAINBOW SMELT,RS,77,2,1.971,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-12.46,62.81,-4.73
LML.2022.BEF.needsupdating,RS.LML.051822.BEF.001,MA-22-29,22-29,GEN.RS.LML.051822.010,OSMERIFORMES,OSMERIDAE,OSMERUS,MORDAX,RAINBOW SMELT,RS,68,1,1.541,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-14.43,68.675,-6.8
LML.2022.BEF.needsupdating,RS.LML.051822.BEF.004,MA-22-30,22-30,GEN.RS.LML.051822.013,OSMERIFORMES,OSMERIDAE,OSMERUS,MORDAX,RAINBOW SMELT,RS,77,2,2.01,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-14.07,71.698,-7.11
LML.2022.BEF.needsupdating,CC.LML.051822.BEF.001,MA-22-31,22-31,GEN.CC.LML.051822.001,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,42,1,0.164,1,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-14.94,32.093,-8.69
LML.2022.BEF.needsupdating,ST.LML.051822.BEF.003,MA-22-32,22-32,GEN.SS.LML.051822.023,SALMONIFORMES,SALMONIDAE,SALVELINUS,FONTINALIS,BROOK TROUT,ST,104,12,1.252,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-17.01,76.098,-9.64
LML.2022.BEF.needsupdating,CC.LML.051822.BEF.004,MA-22-33,22-33,GEN.CC.LML.051822.004,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,48,1,,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LML.2022.BEF.needsupdating,CC.LML.051822.BEF.002,MA-22-34,22-34,GEN.CC.LML.051822.002,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,86,8,0.924,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-15.31,45.637,-5.76
LML.2022.BEF.needsupdating,ST.LML.051922.BEF.001,MA-22-35,22-35,GEN.LLS.LML.051922.002,SALMONIFORMES,SALMONIDAE,SALVELINUS,FONTINALIS,BROOK TROUT,ST,102,16,1.525,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-16.56,60.704,-9.14
LML.2022.BEF.needsupdating,CC.LML.051822.BEF.006,MA-22-36,22-36,GEN.CC.LML.051822.006,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,58,2,0.381,1,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-14.55,43.28,-9.01
LML.2022.BEF.needsupdating,ST.LML.051822.BEF.004,MA-22-37,22-37,GEN.SS.LML.051822.024,SALMONIFORMES,SALMONIDAE,SALVELINUS,FONTINALIS,BROOK TROUT,ST,174,75,1.749,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-17.09,56.93,-8.6
LML.2022.BEF.needsupdating,LLS.LML.051822.BEF.002,MA-22-38,22-38,GEN.LLS.LML.051822.008,SALMONIFORMES,SALMONIDAE,SALMO,SALAR,LANDLOCKED ATLANTIC SALMON,LLS,86,7,0.532,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-15.84,79.812,-7.02
LML.2022.BEF.needsupdating,LLS.LML.051920.BEF.001,MA-22-39,22-39,GEN.LLS.LML.051922.001,SALMONIFORMES,SALMONIDAE,SALMO,SALAR,LANDLOCKED ATLANTIC SALMON,LLS,104,14,0.638,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-12.37,59.692,-8.28
LML.2022.BEF.needsupdating,ST.LML.051822.BEF.001,MA-22-40,22-40,GEN.SS.LML.051822.022,SALMONIFORMES,SALMONIDAE,SALVELINUS,FONTINALIS,BROOK TROUT,ST,120,17,1.44,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-17.29,36.761,-9.31
LML.2022.BEF.needsupdating,ST.LML.051922.BEF.002,MA-22-41,22-41,GEN.LLS.LML.051922.003,SALMONIFORMES,SALMONIDAE,SALVELINUS,FONTINALIS,BROOK TROUT,ST,104,12,1.562,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-17.31,33.216,-8.51
LML.2022.BEF.needsupdating,LLS.LML.051822.BEF.002,MA-22-43,22-43,GEN.LLS.LML.051822.009,SALMONIFORMES,SALMONIDAE,SALMO,SALAR,LANDLOCKED ATLANTIC SALMON,LLS,537,384,4.215,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-13.1,16.267,-6.87
LML.2022.BEF.needsupdating,LLS.LML.051822.BEF.001,MA-22-44,22-44,GEN.LLS.LML.051822.007,SALMONIFORMES,SALMONIDAE,SALMO,SALAR,LANDLOCKED ATLANTIC SALMON,LLS,1462,532,12.226,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LML,,,5/22/2022,,,SPRING,NA,5,2022,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,,NA,NA,,NA,-13.57,33.704,-7.37
MWT.COM.2021.015,CC.COM.081021.MWT.015,MA-21-C001,C001,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,115,12,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,COM,1C,8/9/2021,8/10/2021,12:00,14:53,SUMMER,10,8,2021,3,26.88,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,6,0.949,"4,110",13.76,6.63,"2,050",45.49,-28.91,,NA
MWT.COM.2021.015,CC.COM.081021.MWT.012,MA-21-C002,C002,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,200,87,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,COM,1C,8/9/2021,8/10/2021,12:00,14:53,SUMMER,10,8,2021,3,26.88,HOURS,MWT,MESH,,"MEA, DAW",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,6,1.095,"4,751",13.78,7.97,"2,357",45.75,-27.09,,NA
