ST,BT,RT,CLM,NP,CP,CRP,GS,CS,CC,WS,NRD,BM,BB,PS,RB,YP,LMB,SMB,RBS,BC,BS,MM,BND,BK,LT,SPL,KOK,LNS,LC,FF,PD,BG,WE,TM,YB,RWF,FHM,SS,LND,LLS,ESM,RS,BRM,LWF,CIS,TGT,AE,FSD,CCS,SAL,MCS,BDS,AW,Richness,Volume.m3.,Littoral.Area..ha.,Elevation..m.,Watershed,Quad,LONG,LAT,SO4_mgL,NO3_mgL,ANC,DIC,DOC,P_total,SIO2_mgL,Ca_mgL,Na_mgL,Fe_mgL,LAB_pH
1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,77682,14.2,460,St. Lawrence,Childwold ,-74.74435,44.25506111,3.66,0.04,132.5,3.07,15.9,0.021,7.2,3.48,1,1.283,6.14
1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,312049,12.9,468,St. Lawrence,Childwold ,-74.667125,44.28950556,5.96,0,192.4,2.72,6.4,0.012,2.1,5.37,1.99,0.07,7.31
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,12210020,43.7,461,St. Lawrence,Childwold ,-74.662125,44.25006111,5.57,0,218.5,2.89,3.7,0.008,8.2,4.39,1.53,0.103,7.75
1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,687006,41.3,462,St. Lawrence,Childwold ,-74.63962222,44.26756111,4.84,0,110.9,3.53,18.1,0.026,2.9,3.56,2.12,2.509,6.12
1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,391000,5,466,St. Lawrence,Piercefield ,-74.64462222,44.24811667,4.77,0,29.6,0.6,5.7,0.01,0.8,1.77,0.57,0.03,6.29
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,365943,1.3,463,St. Lawrence,Piercefield ,-74.65795556,44.24006111,2.02,0,69.9,1.2,4.5,0.007,0,1.78,0.1,0.021,6.69
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,175418,21.8,490,St. Lawrence,Piercefield ,-74.70906944,44.21228333,4.75,0,144,1.57,7.4,0.026,3.7,3.24,1.04,0.216,6.58
1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,118530,5.4,539,St. Lawrence,Piercefield ,-74.70156944,44.16145,3.05,0,115.6,4.77,10,0.031,3.2,2.56,1.1,0.39,5.93
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129891,2.6,315,Oswegatchie,Harrisville ,-75.25353611,44.21367222,6.41,0,13,0.34,4.7,0.012,0.4,1.9,0.37,0.035,5.98
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,306236,2.7,235,Oswegatchie,Fine ,-75.23353611,44.20756389,8.75,0,1294.7,16.62,4.2,0.003,6.7,25.62,2.61,0.05,8.31
0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3037665,6.9,262,Oswegatchie,Fine ,-75.20436944,44.22311667,7.97,0.01,400,4.96,4.3,0.006,4.7,7.75,2.2,0.061,7.78
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,989379,2.2,241,Oswegatchie,South Edwards ,-75.22909444,44.25561667,12.35,0,2671,7.29,3.2,0.013,4.2,31.92,1.45,0.028,8.76
1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,225813,4.9,331,Oswegatchie,Fine ,-75.20464444,44.16034167,5.47,0,33.1,0.7,6.3,0.011,0.2,2.62,0.42,0.099,6.01
0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30002,0.8,335,Oswegatchie,Fine ,-75.19325278,44.15534167,2.16,0,121.7,2.85,9.1,0.029,1.6,3.29,0.42,1.28,6.12
1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,140625,5,335,Oswegatchie,Fine ,-75.19436389,44.15645278,2.63,0,114.8,2.44,9.5,0.039,1.5,3.27,0.42,0.485,6.16
1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,246830,4.3,315,Oswegatchie,Fine ,-75.22242222,44.16673056,4.85,0,243.3,3.01,10,0.017,2.5,5.51,0.73,1.17,6.93
0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,82107,1.1,282,Oswegatchie,Harrisville ,-75.28158889,44.14811944,1.73,0,34.6,0.45,10.7,0.095,0,1.73,0.26,0.119,6.18
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29024,3.7,302,Oswegatchie,Harrisville ,-75.26047778,44.14284167,2.34,0,111.7,6.1,10,NA,0.6,2.68,0.16,0.58,5.86
0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,3041,0.7,267,Oswegatchie,Harrisville ,-75.30214167,44.12589722,1.92,0.03,229.9,4.63,11.6,0.088,2.2,3.67,0.48,0.76,6.48
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,261376,3,572,Oswegatchie,Stillwater ,-75.06685278,43.96423333,4.04,0.08,-10.9,2.35,10.9,0.007,3.7,1.04,0.48,0.858,4.66
0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10125,1.3,539,Oswegatchie,Stillwater ,-75.04990833,43.99534167,4.27,0,121,2.2,6.3,0.019,5.5,2.87,0.88,1.49,6.61
1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1471441,10.5,547,Oswegatchie,Oswegatchie SE ,-75.01046667,44.01061944,5.68,0.15,-4.9,0.3,4.4,0.004,2.9,1.69,0.5,0.252,5.12
1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,297871,36.5,390,Oswegatchie,Remington Corners ,-75.25463611,44.00562222,4.67,0.11,59.8,1.31,NA,0.013,5,2.42,0.85,0.462,6.4
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,996150,13.6,409,Oswegatchie,Stillwater ,-75.23435556,43.97534444,4.5,0.06,26.3,0.63,9.3,0.012,3.7,1.82,0.72,0.471,5.59
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,331210,3,411,Oswegatchie,Stillwater ,-75.20018889,43.99534444,3.42,0.04,9.6,0.66,11.2,0.018,3.7,1.32,0.56,0.534,5.12
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,801422,4.2,413,Oswegatchie,Stillwater ,-75.19463333,43.99784444,3.3,0.03,10.9,1.59,13.4,0.024,4,1.42,0.51,0.632,5.03
0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,107519,7.2,419,Oswegatchie,Oswegatchie SW ,-75.18796667,44.01395556,4.47,0,36.3,1.29,8.8,0.017,0.9,1.8,0.7,0.24,5.88
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5640438,12.4,411,Oswegatchie,Stillwater ,-75.19213333,43.99367778,3.57,0.05,6.3,0.56,11.3,0.025,4.3,1.3,0.55,0.646,5.08
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,762059,5.6,411,Oswegatchie,Stillwater ,-75.19324444,43.98645556,3.08,0.03,6.5,0.98,16.2,0.026,5,1.34,0.52,1.052,4.91
0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,281541,3.1,298,Oswegatchie,South Edwards ,-75.13020278,44.26311667,5.05,0,447.5,5.66,7.2,0.02,4.6,8.24,1.13,0.217,7.29
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43328,2.5,229,Oswegatchie,South Edwards ,-75.19881667,44.26922778,13.09,0.29,228.9,2.94,3.9,0.01,5.7,7.28,2.64,0.262,7.19
0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,956611,10.1,257,Oswegatchie,South Edwards ,-75.19214722,44.26617222,12.54,0.29,232.1,2.93,4.3,0.009,6,7.31,2.78,0.264,7.32
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4042120,26.3,323,Oswegatchie,Oswegatchie ,-75.07325278,44.22172778,12.5,0.2,223.7,3.09,4,0.012,5.1,6.92,2.5,0.284,6.97
0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5288762,20.9,441,Oswegatchie,Oswegatchie ,-75.03380556,44.15061944,5.51,0,145.6,1.75,4.3,0.007,0,3.26,2.5,0.007,7.37
1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,824899,12,453,Oswegatchie,Oswegatchie SE ,-75.071025,44.11089722,4.95,0,64.1,0.69,7.6,0.01,3.6,2.83,0.68,0.104,6.49
1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,68833,9.7,427,Oswegatchie,Newton Falls,-74.98408056,44.16950556,22.7,0.08,145.5,NA,7.6,0.022,4.4,7.3,5.52,0.737,6.66
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,90197,1.9,449,Oswegatchie,Newton Falls ,-74.98380278,44.15561944,3.03,0.01,63.4,1.12,6.5,0.021,1,1.71,0.39,0.454,6.41
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2630613,54.6,439,Oswegatchie,Newton Falls ,-74.97408056,44.16200556,5.36,0.05,125.1,1.59,9.3,0.026,5.3,3.5,4.29,1.413,6.67
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,165821,9.9,441,Oswegatchie,Newton Falls ,-74.92963333,44.16950556,3.66,0.04,79.9,NA,13.8,0.004,5.8,2.84,4.4,1.088,5.98
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4184576,4.2,433,Oswegatchie,Newton Falls ,-74.98630556,44.21422778,6.64,0.08,73.8,1.13,4.4,0.007,4.4,3.54,0.89,0.235,6.65
0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3417615,15.1,410,Oswegatchie,Oswegatchie ,-75.03658611,44.21283889,9.44,0.2,142,1.91,6.1,0.025,3.7,4.47,1.37,0.272,6.86
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,348132,13.9,434,Oswegatchie,Newton Falls ,-74.947413890000007,44.20839444,12.59,0,267.9,3.44,4.3,0.027,5.9,7.18,1.25,0.64,7.33
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,288939,43.7,436,Oswegatchie,Newton Falls,-74.97796944,44.19145,NA,0.01,549,8.71,5.7,0.017,5.8,115.8,3.75,0.416,NA
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,282054,5.7,454,Oswegatchie,Oswegatchie,-75.00158333,44.19561667,6.64,0,137.6,1.87,4.4,0.01,2.7,3.66,0.49,0.363,6.88
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,266130,2,437,Oswegatchie,Newton Falls ,-74.94463611,44.22533889,4.43,0.01,6.6,NA,2.8,0.01,0.3,1.22,0.23,0.118,5.62
0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,313841,18.8,460,Oswegatchie,Tooley Pond ,-74.92046944,44.26506111,4.18,0.01,74.8,NA,8.4,0.014,1.9,2.21,0.56,0.252,6.43
1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,208281,2.8,524,Oswegatchie,Wolf Mtn. ,-74.79796111,44.11283889,3.99,0,57,2.67,13.9,0.013,3.8,2.66,0.67,0.99,5.63
1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,371823,5.6,518,Oswegatchie,Wolf Mtn. ,-74.78073889,44.11895,4.25,0,21.9,0.63,4.9,0.009,0.9,1.75,0.44,0.198,6.46
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,429082,4.5,576,Oswegatchie,Wolf Mtn. ,-74.77045833,44.10756111,4.52,0,6.5,0.34,2.3,0.005,1.7,1.17,0.36,0.049,5.66
1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,427563,4.1,530,Oswegatchie,Wolf Mtn. ,-74.84657222,44.09117222,4.93,0,28.8,0.62,4.4,0.008,0.9,1.84,0.81,0.019,6.42
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,238840,15.2,485,Oswegatchie,Five Ponds ,-74.98574722,44.10561944,4.9,0,1.7,0.79,7.9,0.021,0.5,1.62,0.51,0.42,5.07
1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20268,2.7,510,Oswegatchie,Five Ponds,-74.94990833,44.05256389,6.96,0.45,221.6,2.5,3.4,0.014,11.1,4.11,1.28,0.057,8.71
1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18332,2.5,512,Oswegatchie,Five Ponds ,-74.95268611,44.048675,6.86,0.49,177.2,2.41,3.1,NA,8.8,3.72,1.12,0.057,7.02
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,92031,4.9,502,Oswegatchie,Wolf Mtn. ,-74.86296111,44.06700556,4.65,0.18,256.5,5.75,4.2,0.025,8.6,3.94,1.26,0.486,6.63
1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,178114,4,515,Oswegatchie,Wolf Mtn. ,-74.85851667,44.07645,6.24,0.16,112.2,1.78,2.9,0.002,5.3,3.55,0.85,0.064,7.25
0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,246270,13.6,294,Black,Belfort,-75.33101944,43.92756944,4.94,0.23,23.2,0.59,4.7,0.017,4,2.02,0.6,0.171,5.96
0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1101006,20,326,Black,Belfort ,-75.31074167,43.92812222,5.32,0.31,26.9,0.46,4.3,0.005,4.3,2.1,0.68,0.256,6.16
0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6143442,28.2,354,Black,Belfort ,-75.27713056,43.9234,5.37,0.28,17.7,0.05,4.6,0.007,4.9,1.81,0.63,0.165,5.87
0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64319,6.3,378,Black,Stillwater ,-75.24268611,43.92923333,4.76,0,251.8,3.37,4,0.015,8.6,4.31,1.19,0.047,7.06
0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2659486,9.4,392,Black,Stillwater ,-75.22546389,43.91562222,5.32,0.26,9.4,0.05,4.6,0.007,4.3,1.82,0.59,0.182,5.57
0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8935709,33.2,392,Black,Stillwater ,-75.22351944,43.91867778,5.33,0.25,15,0.46,4.9,0.007,4.3,1.81,0.6,0.203,5.61
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40470,0.9,395,Black,Stillwater ,-75.21685278,43.92145556,4.59,0,143.5,2.53,4.9,0.009,4.8,3.26,0.76,0.64,6.85
0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40503,0.5,395,Black,Stillwater ,-75.22046389,43.9109,5.33,0.22,114.7,3.05,3.2,0.005,6.7,3.33,0.78,0.156,6.24
0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2310665,65.1,435,Black,Stillwater,-75.16129444,43.88256667,5.28,0.32,11.7,0.54,3.5,0.032,4,2.05,0.6,0.183,5.84
0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,306831,18.1,435,Black,Number Four ,-75.16268333,43.86978889,2.81,0.1,51.2,0.87,5.6,0.012,3.9,2.19,0.67,0.532,6.35
1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93463,16.4,448,Black,Number Four,-75.18351667,43.87145556,3.46,0.04,305.6,5.42,10.8,0.024,7.6,4.79,1.38,0.321,6.65
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,195987,4.1,503,Black,Number Four ,-75.10157222,43.86117778,4.05,0.1,46.2,0.82,9.1,0.018,5.3,1.86,0.93,1.24,6
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11754,1,512,Black,Number Four ,-75.09823889,43.85367778,2.28,0,140.9,7.41,12.3,NA,7.6,2.79,0.59,1.989,5.86
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6646628,46.7,500,Black,Stillwater ,-75.10851667,43.88645556,6.23,0.17,19.4,0.7,4.4,0.01,3.6,1.96,0.6,0.608,5.64
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1449278,14.4,533,Black,Beaver River ,-74.92573889,43.96311944,5.42,0.02,7.6,0.22,3.4,0.022,2.1,1.63,0.51,0.099,5.67
1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3669648,13,563,Black,Beaver River ,-74.88657222,43.98978611,5.11,0.06,12.5,0.18,3.5,0.019,3.6,1.66,0.47,0.048,6.06
1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23179,3.2,530,Black,Wolf Mtn. ,-74.76545556,44.02256111,1.34,NA,81.1,1.07,20.1,0.04,3.2,3.36,0.8,1.46,6.03
